steps,distance
0,0.0
50,5.750949061784609
100,6.647020292245364
150,10.54341107394755
200,13.818303608708343
250,12.918650319555038
300,15.494939174618834
350,17.94476665697224
400,19.014455305566397
450,19.945126836136453
500,24.159012562907417
550,21.89189956918757
600,22.87556250244611
650,18.49033610933417
700,25.105586009066986
750,21.70605193560607
800,24.407302218874925
850,25.35935267101078
900,27.788172910854897
950,24.413402638224042
1000,31.447432947751487
1050,25.14443345328385
1100,32.91125997532932
1150,29.92598427143501
1200,32.449577899056436
1250,32.40390070535097
1300,28.491969804105125
1350,30.352165907406967
1400,38.05678356314706
1450,36.182731323671874
1500,34.246299137356964
1550,33.02959263148824
1600,39.828291463881804
1650,30.53818768741333
1700,38.02492097133545
1750,34.466235866880695
1800,36.64595000928829
1850,40.02021586946636
1900,35.922024084054975
1950,39.88391480768818
2000,30.620536496449464
2050,42.377304368032476
2100,44.779469299559224
2150,39.31424436088419
2200,39.08961991648247
2250,35.444348418092815
2300,50.58463545897655
2350,43.0241497317133
2400,40.26524117291538
2450,52.60995876039012
2500,40.929679474027374
2550,42.82809719116893
2600,40.079130202240414
2650,48.27068425578425
2700,45.57572058358639
2750,50.32282575040656
2800,47.660639069823105
2850,44.713963660756264
2900,54.32963585475031
2950,62.227133919813674
3000,54.56092279332777
3050,45.658792802140496
3100,51.75510846280902
3150,47.539018152237375
3200,47.170110900103786
3250,49.87038735977326
3300,48.26178645063846
3350,53.51077032137088
3400,55.16481297141639
3450,50.61151218293096
3500,52.610935127172084
3550,53.309585981436456
3600,65.17732476721413
3650,57.23642861963042
3700,53.6707978131493
3750,56.92403620118615
3800,55.42415332591828
3850,51.69656091930383
3900,57.72321381596373
3950,65.62758493064034
4000,53.80076100006831
4050,55.575862243740815
4100,50.17541864911172
4150,63.10522095613968
4200,66.84953102389788
4250,53.44040453982742
4300,62.5563946895834
4350,49.1507004571937
4400,59.41048490437022
4450,57.22484299907317
4500,63.2696552656788
4550,58.38072082288339
4600,57.71725485687081
4650,53.748751886660024
4700,60.31825373742926
4750,60.98394952265336
4800,56.419076543949735
4850,66.28385780340597
4900,69.53720340374288
4950,55.719132267080596
5000,51.33287290606966
5050,62.330842683488065
5100,66.22098692764276
5150,56.56500175545742
5200,75.39844097504577
5250,71.78236758169584
5300,65.68737027341629
5350,56.529493965011426
5400,73.84718468596711
5450,62.20964552677131
5500,66.33444312427983
5550,68.59755295962243
5600,57.26354516629348
5650,65.83232927100883
5700,58.37865656160856
5750,76.08431471268976
5800,68.60823001371132
5850,70.91633887203521
5900,72.53684360863008
5950,71.40834040901655
6000,70.53825834485338
6050,65.94423788527105
6100,66.10614273882422
6150,74.24497508330903
6200,62.03761649979076
6250,76.18397638396854
6300,68.61979397484676
6350,78.87772363729384
6400,64.75563253296993
6450,71.6059715989216
6500,76.34945710619589
6550,69.27293806564067
6600,67.30325968104532
6650,81.30575096613717
6700,83.21622165717
6750,62.75516492528535
6800,72.0838728783248
6850,74.80535762573562
6900,79.83895736355495
6950,59.620790026037525
7000,69.07223031952451
7050,80.77341809480916
7100,61.953842747157175
7150,86.56012813158851
7200,90.42888094145222
7250,72.05090523353375
7300,68.7325254068489
7350,67.69625701632359
7400,75.79386914098951
7450,77.54727961063172
7500,74.75946641873836
7550,85.26635000881323
7600,72.20156799234152
7650,85.26619697104526
7700,81.1936548077945
7750,77.70666825860128
7800,84.53030289358391
7850,70.00130478250112
7900,57.324743806224284
7950,80.74054134337203
8000,81.92139673756768
8050,80.41734594897657
8100,79.31410577868918
8150,84.32897433189275
8200,76.03665739391136
8250,89.07666455639345
8300,80.8864302455666
8350,80.92526497745158
8400,74.06781727434607
8450,90.71383806231951
8500,84.43151144842959
8550,80.86863894920658
8600,86.06562295917202
8650,83.70579464740317
8700,65.43950331487964
8750,94.08318963379972
8800,86.50180105610443
8850,88.36481609965314
8900,80.61782088787007
8950,85.58307428687222
9000,82.82417405431796
9050,91.5009956554199
9100,86.9715888545974
9150,83.35587400682034
9200,93.66329083936817
9250,82.35823331400707
9300,96.31125011635196
9350,91.22065455279737
9400,94.388713497899
9450,89.01761824064903
9500,74.48851486785979
9550,89.1759556932987
9600,84.63113489255578
9650,77.33162276881102
9700,78.50900252515981
9750,79.72458444202306
9800,88.88421329705604
9850,92.3088802616028
9900,86.47079462655117
9950,100.7102027009655
10000,85.22108777169619
10050,95.74667584140647
10100,84.88636017179141
10150,85.56731179517577
10200,96.05706667468588
10250,78.7316773003519
10300,101.36019338837461
10350,86.97978366094273
10400,89.16290084268043
10450,101.06654934237375
10500,97.03892929749439
10550,85.96707230024302
10600,93.00246957665223
10650,97.08185178038148
10700,95.61169140981961
10750,85.38903512006956
10800,96.30046119314231
10850,88.81300977647092
10900,84.19167088925559
10950,93.63242659662451
11000,92.68052695677194
11050,88.80240329276008
11100,91.21235453870965
11150,98.31369761680999
11200,86.4634619373452
11250,110.3579302939126
11300,93.49609149979555
11350,99.99584246297043
11400,92.03694445629256
11450,90.48654250331613
11500,96.49082265671103
11550,104.02259449467265
11600,85.4709024893481
11650,89.25988318012415
11700,100.65947560938721
11750,91.63572063894111
11800,86.34618844298075
11850,87.24697847245882
11900,104.26743088398774
11950,83.4755372315934
12000,91.37724038908577
12050,106.7020892174333
12100,92.11576051444139
12150,97.0108717758612
12200,76.8533482003893
12250,99.90866013169988
12300,106.67558440948214
12350,107.47350082616417
12400,91.24852133356839
12450,81.37846293874472
12500,85.23145838484315
12550,71.3679034523335
12600,83.23014218448667
12650,111.10806183759934
12700,108.82788859163458
12750,92.93742449662176
12800,120.2980069643375
12850,115.29751207245323
12900,114.46432037330378
12950,104.0300426930505
13000,96.1274650017569
13050,101.16227030573792
13100,97.00016406490255
13150,114.11560557344029
13200,91.95549917626481
13250,97.0972912717198
13300,113.97633785155837
13350,95.32580775938972
13400,93.67287264941277
13450,112.10848894360414
13500,94.6786469415728
13550,102.743901314046
13600,116.653616929274
13650,115.7200328401154
13700,105.49147941923087
13750,104.8556666998263
13800,78.00467613574048
13850,102.73902245891783
13900,141.69045615160582
13950,130.9540086118783
14000,88.77822772287695
14050,102.54954089234829
14100,103.74858110242215
14150,98.67799493284801
14200,114.21821184427525
14250,127.46476624196808
14300,115.43579680206615
14350,134.3042143384331
14400,115.94679271236124
14450,111.55750078825758
14500,111.31150058342875
14550,100.88061757938486
14600,106.41767363865074
14650,106.64322807488642
14700,116.70243359250743
14750,118.4798298712256
14800,96.95250001271971
