M,N,Time
846,1000,0.153468
1860,2000,0.234765
4085,4000,0.15679500000000002
8971,8000,0.37225299999999995
19704,16000,0.804986
43273,32000,1.708971
95037,64000,3.936786
208719,128000,12.325009999999999
458385,256000,25.88087
1006700,512000,65.285235
