M,N,Time
2540,1000,0.20131900000000003
5580,2000,0.080154
12255,4000,0.187728
26915,8000,0.424367
59112,16000,0.954848
129821,32000,2.5946789999999997
285111,64000,6.7747850000000005
626157,128000,15.036525999999999
1375157,256000,35.55771
3020100,512000,75.804081
