M,N,Time
846,1000,0.126994
1860,2000,0.221479
4085,4000,0.105212
8971,8000,0.28508700000000003
19704,16000,0.588482
43273,32000,1.374986
95037,64000,3.072969
208719,128000,10.676568
458385,256000,23.725937
1006700,512000,51.833075
