M,N,Time
2540,1000,0.190707
5580,2000,0.100319
12255,4000,0.202573
26915,8000,0.479506
59112,16000,0.990783
129821,32000,2.40496
285111,64000,6.515105999999999
626157,128000,13.678398999999999
1375157,256000,34.928695
3020100,512000,84.95858899999999
